basin_id,gauge_id,gauge_name,gauge_country,gauge_provider,river,lon_snap,lat_snap,lon,lat,elevation,area_official,area_estreams,area_flag,area_rel,start_date,end_date,num_years,num_months,num_days,num_continuous_days,num_days_gaps,num_days_reliable,num_days_noflag,num_days_suspect,gauge_flag,duplicated_suspect,watershed_group,gauges_upstream,nested_catchments,q_mean,q_runoff_ratio,q_elas_Sankarasubramanian,slope_sawicz,baseflow_index,hfd_mean,hfd_std,q_5,q_95,hq_freq,hq_dur,lq_freq,lq_dur,zero_q_freq,p_mean,pet_mean,aridity,p_seasonality,frac_snow,hp_freq,hp_dur,hp_time,lp_freq,lp_dur,lp_time,ele_mt_max,ele_mt_mean,ele_mt_min,slp_dg_mean,flat_area_fra,steep_area_fra,elon_ratio,strm_dens,lit_dom,bedrk_dep,perm_verylow_glob,perm_low_glob,perm_medium_glob,perm_high_glob,lit_fra_su,lit_fra_ss,lit_fra_sm,lit_fra_sc,lit_fra_mt,lit_fra_pi,lit_fra_py,lit_fra_vi,lit_fra_ev,lit_fra_ig,lit_fra_pa,lit_fra_pb,lit_fra_va,lit_fra_vb,perm_high_cont,perm_medium_cont,perm_low_cont,perm_verylow_cont,lit_fra_Conglomerates,lit_fra_Conglomerates and sands,lit_fra_Gravels,lit_fra_Sands,lit_fra_Sandstones,lit_fra_Sandstones and sands,root_dep_mean,root_dep_max,root_dep_min,soil_tawc_mean,soil_fra_sand_mean,soil_fra_silt_mean,soil_fra_clay_mean,soil_fra_grav_mean,soil_bd_mean,soil_oc_mean,lai_mean,ndvi_mean,lulc_2006_urban,lulc_2006_NonIrriAgri,lulc_2006_Agric,lulc_2006_forest,lulc_2006_grass,lulc_2006_agriculture,dam_num,res_num,lakes_num,lakes_tot_area,lakes_tot_vol,sno_cov_mean,irri_1990,irri_2005,stations_num_p_mean
FR000957,K132181010,K1321810,FR,FR_EAUFRANCE,L'Arroux à Étang-sur-Arroux,4.192479,46.851459,4.192479,46.851459,273,1798.0,1791.263,0,0.3746941045606273,1971-10-27,2023-09-30,53,624,18787,10540,180.0,18484.0,33.0,270.0,A,,732,9,"['FR003805', 'FR003806', 'FR000951', 'FR000952', 'FR000953', 'FR000954', 'FR000955', 'FR000956', 'FR000957']",1.055,0.43,1.538,3.813,0.532,127.39,23.616,0.063,3.897,14.282,3.673,103.899,20.375,0.0,2.466,2.253,0.914,-0.05,0.026,16.736,1.165,1.0,225.499,4.219,4.0,910.083,431.96,269.678,5.496,39.393,4.983,0.757,0.174,4,1.055,49.928,2.24,31.47,16.362000000000002,7.538,8.824,20.372,11.098,2.24,0.0,0.0,0.0,0.0,0.0,31.558,0.0,18.156,0.214,0.0,29.076999999999998,2.495,68.429,0.0,0.0,0.0,0.0,0.0,0.0,67.778,130.0,30.0,48.417,52.594,27.333,20.073,9.272,1.464,1.306,0.211,0.697,0.018000000000000002,0.053,0.552,0.365,0.006,0.6050000000000001,4.0,4.0,14.0,3.61,15.16,1.731,0.0,0.713,10.0
DENI1893,3672108,Holter Mühle,DE,DE_NI,Ems,7.63278021353065,52.72558021491924,7.632780213530648,52.72558021491924,19.14,119.0,121.02,0,-1.6974789915966353,1972-03-01,2010-12-31,32,382,11629,6150,2556.0,0.0,11629.0,0.0,D,,180,1,['DENI1893'],0.924,0.439,1.462,1.172,0.761,155.633,17.855,0.364,1.956,0.565,1.636,0.063,1.0,0.0,2.075,1.949,0.939,0.09,0.026,15.743,1.159,4.0,219.879,3.896,3.0,49.383,32.57,20.405,0.601,99.907,0.0,0.469,0.186,9,47.745,0.0,0.0,66.777,33.223,33.223,0.0,66.777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,45.704,54.296,0.0,0.0,129.18,130.0,30.0,53.121,51.066,32.23,16.705,6.689,1.255,8.782,0.138,0.599,0.014,0.759,0.15400000000000003,0.056999999999999995,0.0,0.913,0.0,0.0,0.0,0.0,0.0,3.267,0.0,0.0,11.0
HR000146,5100,MIKLEUŠ,HR,HR_DHZ, VOĆINSKA,17.822102,45.601971,17.822102,45.601971,,173.0,183.673,0,-6.169364161849712,1960-01-01,2022-12-31,61,723,21761,17532,1250.0,0.0,21761.0,0.0,C,,2,2,"['HR000067', 'HR000146']",0.97,0.494,1.738,3.443,0.422,161.0,39.528,0.066,3.501,20.175,2.689,114.857,13.339,0.0,1.948,2.499,1.283,0.181,0.069,22.246,1.243,4.0,264.59,5.606,4.0,876.966,272.02,114.143,7.78,23.121,13.169,0.46,0.155,10,6.083,0.0,16.67,0.0,83.33,0.0,83.33,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.178,7.088,12.733,0.0,0.0,0.0,28.225,51.953,0.0,0.0,100.0,100.0,100.0,57.445,39.126,41.346,19.527,4.758,1.418,1.068,0.242,0.668,0.0,0.036,0.223,0.6589999999999999,0.082,0.259,0.0,0.0,0.0,0.0,0.0,3.414,0.0,0.053,0.0
SE000182,2309,GREA,SE,SE_SMHI,MANGSLIDÄLVEN,12.9895,60.3379,12.9895,60.3379,,309.1,310.357,0,-0.4066645098673584,1982-08-31,2023-04-10,42,489,14833,14833,0.0,14705.0,0.0,128.0,A,,1693,1,['SE000182'],1.393,0.631,1.184,1.785,0.589,181.575,40.894,0.157,4.12,2.709,3.438,39.349,17.955,0.0,2.121,1.611,0.759,0.3,0.238,18.397,1.166,4.0,234.556,4.334,3.0,598.258,342.213,127.506,5.299,34.751,3.138,0.492,0.155,2,2.692,13.74,86.26,0.0,0.0,0.0,0.0,0.0,0.0,86.26,0.0,0.0,0.0,0.0,0.0,1.157,12.583,0.0,0.0,15.235,0.0,68.668,16.097,0.0,0.0,15.235,0.0,0.0,0.0,57.548,130.0,30.0,43.703,78.058,13.639,8.303,5.026,1.582,3.971,0.149,0.543,0.0,0.004,0.002,0.831,0.105,0.006,0.0,0.0,18.0,9.89,71.47,23.533,0.0,0.008,8.0
PL000321,152179998,OWCZE GŁOWY,PL,PL_IMGW,Ma³a We³na (1866),17.05524694444444,52.71947055555556,17.05524694444444,52.71947055555556,,661.68,648.0,0,2.0674646354733333,1977-11-01,1989-10-31,13,144,4383,4383,0.0,0.0,4383.0,0.0,B,,43,1,['PL000321'],0.355,0.277,1.75,2.69,0.75,182.818,56.54,0.039,1.04,0.833,10.0,50.083,46.231,0.0,1.343,2.029,1.511,0.39,0.067,19.008,1.178,4.0,259.093,4.658,3.0,128.427,107.105,60.969,0.993,94.802,0.0,0.616,0.196,11,42.311,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.571,0.0,82.444,1.986,0.0,0.0,0.0,15.571,0.0,0.0,130.0,130.0,130.0,46.095,70.983,16.281,12.736,4.411,1.521,2.233,0.113,0.505,0.02,0.688,0.076,0.186,0.009,0.7639999999999999,0.0,0.0,23.0,9.07,33.28,6.618,2.776,0.203,5.0
RUGR0010,6970150,MALOSHUYKA,RU,RU_GRDC,MALOSHUYKA,37.44722954,63.70798074,37.451944,63.710833,,481.0,491.88,0,-2.261954261954261,1956-01-01,1988-12-31,29,348,10593,6210,1461.0,0.0,10593.0,0.0,D,,1835,1,['RUGR0010'],0.893,0.603,1.32,4.441,0.427,221.963,15.501,0.0,3.794,33.48,8.67,157.058,39.956,0.131,1.506,1.27,0.843,0.321,0.307,13.231,1.145,4.0,229.688,3.78,3.0,342.529,146.578,23.662,1.688,85.831,0.007,0.509,0.242,2,21.409,0.558,99.442,0.0,0.0,0.0,0.0,0.0,0.0,99.442,0.0,0.0,0.0,0.0,0.0,0.558,0.0,0.0,0.0,0.0,0.0,51.849000000000004,48.15140614769554,0.0,0.0,0.0,0.0,0.0,0.0,112.545,130.0,40.0,57.774,33.552,47.061,19.388,1.194,1.4,2.016,0.274,0.431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.64,24.43,26.524,0.0,0.0,0.0
IEEP0302,14104,GREESEMOUNT,IE,IE_EPA,GREESE,-6.81006476,53.00460985,-6.810064763699084,53.00460985613445,,74.6,89.554,3,-20.045576407506715,2001-08-31,2023-06-27,23,262,7839,3961,132.0,7816.0,23.0,0.0,A,,1254,1,['IEEP0302'],1.156,0.45,1.051,2.188,0.74,131.278,19.472,0.304,2.837,0.186,1.0,1.305,4.0,0.0,2.528,1.702,0.673,-0.066,0.009,12.546,1.078,1.0,195.953,3.368,3.0,290.61,148.107,91.707,2.827,60.777,0.0,0.691,0.097,10,8.424,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,133.778,150.0,130.0,55.362,40.4,38.444,21.156,5.533,1.302,2.327,0.213,0.712,0.005,0.216,0.727,0.013000000000000001,0.02,0.943,0.0,0.0,0.0,0.0,0.0,1.934,0.0,0.009,3.0
ITPI0214,SUSA CENISCHIA,DORA RIPARIA,IT,IT_PIE,VALLE CENTRALE ENEL,7.05611,45.14194,7.05611,45.14194,500,137.0,144.839,0,-5.7218978102189775,2001-01-01,2021-10-11,21,250,7589,7589,0.0,0.0,7589.0,0.0,B,,28,1,['ITPI0214'],1.492,0.583,1.354,3.22,0.579,195.5,43.268,0.089,4.06,0.144,1.5,59.872,2.783,0.001,3.056,1.632,0.534,-0.035,0.393,16.444,1.26,1.0,226.158,4.156,1.0,3585.647,2027.134,494.974,24.383,4.362,75.925,0.629,0.14,2,0.707,0.025,82.192,17.782999999999998,0.0,0.0,0.0,0.171,17.612,82.192,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,16.235,16.09,64.957,2.718,0.0,0.0,16.235,0.0,0.0,0.0,64.041,130.0,0.0,41.74,40.363,30.89,19.842,12.514,1.268,1.643,0.08,0.312,0.007,0.0,0.038,0.247,0.6609999999999999,0.038,1.0,1.0,1.0,3.79,332.2,27.936,0.903,0.776,1.0
IEEP0425,15012,BALLYRAGGET,IE,IE_EPA,NORE,-7.34777236,52.79362886,-7.3477723613223,52.79362886797384,,1056.8,1049.431,0,0.6972937168811426,1988-11-02,1999-08-12,12,130,3904,1128,32.0,3539.0,0.0,365.0,C,,1267,6,"['IEEP0327', 'IEEP0340', 'IEEP0419', 'IEEP0425', 'IEOP0068', 'IEOP0069']",1.458,0.553,1.052,2.517,0.61,130.286,12.88,0.221,4.734,0.187,2.0,34.429,10.824,0.0,2.606,1.754,0.673,-0.072,0.007,11.661,1.078,1.0,190.306,3.434,3.0,525.001,141.333,64.118,2.282,77.476,0.56,0.645,0.175,8,22.857,0.0,0.0,72.03200000000001,27.968,0.0,27.968,17.96,54.072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.954,79.317,0.0,16.729,0.375,0.0,3.579,0.0,0.0,0.0,126.08,150.0,50.0,63.506,39.737,38.947,21.316,6.67,1.184,5.379,0.24,0.741,0.008,0.023,0.791,0.093,0.039,0.8140000000000001,0.0,0.0,2.0,0.43,1.02,2.123,0.0,0.025,4.0
FR001173,K743303201,K7433010,FR,FR_EAUFRANCE,L'Indrois à Chemillé-sur-Indrois,1.168235,47.162215,1.168235,47.162215,,337.0,333.844,0,0.9364985163204764,1966-02-08,1976-12-31,11,131,3907,2381,73.0,2916.0,0.0,991.0,C,,732,6,"['FR001167', 'FR001168', 'FR001169', 'FR001170', 'FR001171', 'FR001173']",0.439,0.253,1.161,1.38,0.469,152.333,38.474,0.076,1.631,17.575,2.507,28.046,11.111,0.0,1.863,2.395,1.285,-0.069,0.011,18.369,1.159,1.0,241.064,4.592,4.0,200.984,143.598,84.229,1.629,90.361,0.0,0.579,0.164,10,1.071,0.0,0.0,12.045,87.955,0.0,87.955,0.0,12.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.297,130.0,30.0,47.495,55.631,27.351,17.018,4.408,1.485,0.938,0.14,0.588,0.007,0.624,0.19,0.175,0.001,0.8140000000000001,0.0,0.0,1.0,0.25,0.82,0.82,5.326,11.204,1.0
ES000465,9155,BIOTA                              ,ES,ES_CEDEX,,-1.1918205,42.26059195,-1.19182050903068,42.26059195047151,476,144.0,145.486,0,-1.0319444444444374,1968-04-01,2019-09-30,52,617,18731,7536,79.0,0.0,18731.0,0.0,B,,540,2,"['ES000465', 'ES000582']",0.296,0.162,2.112,7.348,0.496,154.531,40.081,0.0,1.247,57.778,10.324,167.912,29.49,0.206,1.767,2.827,1.599,-0.189,0.016,21.934,1.277,1.0,265.502,5.741,4.0,1499.899,826.842,471.327,10.843,7.779,23.777,0.449,0.224,8,3.109,0.0,0.0,86.324,13.676,12.775,0.901,0.0,86.324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.426,6.505,1.069,0.0,15.565,0.0,30.815,0.0,0.0,46.046,103.289,150.0,30.0,57.099,30.497,36.208,33.295,12.725,1.33,1.205,0.134,0.568,0.002,0.135,0.086,0.385,0.38899999999999996,0.221,0.0,0.0,0.0,0.0,0.0,0.755,0.0,0.0,0.0
AT000041,202143,Scharnitz (Giessenbach),AT,AT_EHYD,Giessenbach,11.25750726,47.38843395,11.25750726508319,47.38843395629395,966,65.1,65.206,0,-0.1628264208909504,1987-01-01,2021-12-31,35,420,12784,12784,0.0,0.0,12784.0,0.0,B,,2,1,['AT000041'],0.826,0.241,1.032,2.139,0.784,232.118,15.755,0.175,1.974,0.143,1.0,14.857,15.294,0.0,3.43,1.779,0.519,0.405,0.248,15.144,1.165,4.0,207.974,3.565,1.0,2342.449,1397.551,967.135,20.206,5.31,62.586,0.77,0.059,8,0.67,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.826,99.174,0.0,0.0,0.0,0.0,0.826,0.0,0.0,0.0,35.303,70.0,0.0,46.268,34.485,39.379,21.591,13.652,1.327,1.804,0.133,0.489,0.034,0.0,0.057,0.638,0.253,0.057,0.0,0.0,0.0,0.0,0.0,23.134,0.0,0.0,12.0
FR003480,H032102001,L'Ource Ã  Brion-sur-Ource,FR,FR_EAUFRANCE,L'Ource à Brion-sur-Ource,4.654202,47.899753,4.654202,47.899753,227,406.0,407.0,0,-0.2463054187192118,1970-03-17,1986-04-23,17,188,5599,2456,283.0,5559.0,0.0,40.0,C,,677,4,"['FR003423', 'FR003479', 'FR000389', 'FR003480']",0.868,0.379,2.245,4.055,0.534,138.182,32.335,0.004,3.057,12.068,6.167,110.965,38.659,0.045,2.293,2.228,0.972,-0.02,0.029,16.124,1.153,1.0,224.519,4.162,4.0,518.004,384.527,228.242,5.125,34.552,1.636,0.542,0.187,8,1.016,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.768,130.0,30.0,52.704,40.462,38.117,21.421,9.364,1.4,0.982,0.181,0.639,0.007,0.285,0.129,0.5640000000000001,0.013,0.414,0.0,0.0,0.0,0.0,0.0,1.776,0.664,1.359,4.0
FR000112,A315010001,A3151010,FR,FR_EAUFRANCE,La Moder à Schweighouse-sur-Moder [amont],7.730016,48.826175,7.730016,48.826175,146,282.0,280.521,0,0.5244680851063777,1968-01-01,1990-02-16,23,266,8082,8081,1.0,7993.0,0.0,89.0,A,,1,3,"['FR000111', 'FR000112', 'FR000113']",0.784,0.338,1.608,1.402,0.744,161.286,17.735,0.294,1.9,1.627,1.565,0.09,1.0,0.0,2.196,2.172,0.989,0.047,0.031,16.437,1.159,4.0,225.444,4.067,3.0,430.962,246.441,146.22,6.312,33.253,8.211,0.518,0.204,10,1.968,0.0,0.0,46.254999999999995,53.745,3.608,50.137,14.013,32.242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.539,20.461,0.0,0.0,0.0,0.0,26.653,0.0,52.886,0.0,95.072,130.0,30.0,48.719,49.681,26.634,23.685,7.417,1.454,1.403,0.184,0.64,0.063,0.245,0.14300000000000002,0.534,0.015,0.388,0.0,0.0,0.0,0.0,0.0,2.662,0.993,2.837,4.0
IEOP0018,07005,Trim,IE,IE_OPW,BOYNE,-6.79184388,53.55640528,-6.791843889,53.55640528,,1282.0,1345.331,0,-4.940015600624018,1975-08-28,2022-12-20,48,556,16669,5310,613.0,15835.0,0.0,835.0,C,,1275,6,"['IEEP0346', 'IEEP0403', 'IEEP0462', 'IEOP0015', 'IEOP0016', 'IEOP0018']",1.257,0.507,1.408,2.361,0.674,131.568,15.309,0.243,3.43,0.153,1.4,20.51,16.138,0.0,2.438,1.742,0.715,-0.038,0.007,12.477,1.102,1.0,194.571,3.379,3.0,265.526,85.977,53.577,1.067,95.487,0.031,0.706,0.178,8,40.911,0.0,0.0,97.004,1.631,0.0,1.631,21.033,75.971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.363,0.0,10.637,0.0,0.0,0.0,0.0,0.0,0.0,133.589,150.0,0.0,62.928,39.903,36.272,23.527,6.765,1.222,6.454,0.224,0.727,0.015,0.079,0.758,0.031,0.03,0.837,0.0,0.0,4.0,5.13,32.88,1.943,0.0,0.209,17.0
DENI1912,4833101,Langlingen,DE,DE_NI,Weser,10.29442697008739,52.55953209198796,10.29442697008739,52.55953209198796,40,3533.0,3049.438,2,13.687008208321537,1979-11-01,2017-12-31,39,458,13941,13941,0.0,0.0,13941.0,0.0,B,,146,13,"['DEST1702', 'DEST1703', 'DENI1849', 'DENI1853', 'DENI1861', 'DENI1871', 'DENI1877', 'DENI1896', 'DENI1898', 'DENI1912', 'DENI1931', 'DENI1933', 'DENI1942']",0.636,0.333,1.124,1.419,0.738,158.784,21.718,0.217,1.583,0.524,2.857,2.489,2.5,0.0,1.848,1.976,1.069,0.134,0.048,15.498,1.166,4.0,230.03,4.025,3.0,1147.427,141.958,44.422,2.169,82.906,2.028,0.525,0.179,11,15.303,2.3819999999999997,1.738,52.199,43.607,41.99,1.617,31.664,20.535,1.738,0.0,0.0,0.0,0.0,0.0,1.662,0.44,0.0,0.28,51.928,30.066,9.276,8.73,0.0,0.0,22.154,29.612,0.0,0.162,121.395,130.0,0.0,54.839,49.523,31.88,18.334,4.863,1.417,2.959,0.144,0.568,0.095,0.502,0.09100000000000001,0.28700000000000003,0.006,0.593,4.0,4.0,29.0,8.69,67.32,4.759,327.254,403.444,131.0
BEWA0107,60900000,Lommersweiler,BE,BE_SPW,Braunlauf,6.153291563,50.23501431,6.15395504,50.23449444,,64.0,77.098,2,-20.465625,1991-09-03,2021-12-31,31,356,10649,6186,429.0,0.0,10649.0,0.0,B,,1,1,['BEWA0107'],1.269,0.438,0.696,3.521,0.56,133.391,18.746,0.096,4.399,8.095,3.233,81.46,10.509,0.0,2.928,1.866,0.637,-0.095,0.07,13.566,1.174,2.0,200.898,3.694,4.0,596.635,481.929,386.206,4.264,37.969,0.895,0.752,0.117,10,1.21,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,68.052,100.0,50.0,51.537,40.701,37.714,21.584,7.779,1.309,4.27,0.19,0.647,0.10300000000000001,0.0,0.661,0.21300000000000002,0.013,0.661,0.0,0.0,0.0,0.0,0.0,6.996,0.2,0.605,6.0
CZ000229,200700,Praha-Výtoň,CZ,CZ_CHMU,Vltava,14.414626801183,50.0681902306983,14.414626801183,50.0681902306983,,26946.93,26946.93,0,0.0,2006-01-01,2021-12-31,16,192,5844,5844,0.0,0.0,5844.0,0.0,B,,3,137,"['AT000374', 'AT000375', 'AT000376', 'AT000377', 'AT000378', 'AT000379', 'CZ000099', 'CZ000100', 'CZ000101', 'CZ000102', 'CZ000103', 'CZ000104', 'CZ000105', 'CZ000106', 'CZ000107', 'CZ000108', 'CZ000109', 'CZ000110', 'CZ000111', 'CZ000112', 'CZ000113', 'CZ000114', 'CZ000115', 'CZ000116', 'CZ000117', 'CZ000118', 'CZ000119', 'CZ000120', 'CZ000121', 'CZ000122', 'CZ000123', 'CZ000124', 'CZ000125', 'CZ000126', 'CZ000127', 'CZ000128', 'CZ000129', 'CZ000130', 'CZ000131', 'CZ000132', 'CZ000133', 'CZ000134', 'CZ000135', 'CZ000136', 'CZ000137', 'CZ000138', 'CZ000139', 'CZ000140', 'CZ000141', 'CZ000142', 'CZ000143', 'CZ000144', 'CZ000145', 'CZ000146', 'CZ000147', 'CZ000148', 'CZ000149', 'CZ000150', 'CZ000151', 'CZ000152', 'CZ000153', 'CZ000154', 'CZ000155', 'CZ000156', 'CZ000157', 'CZ000158', 'CZ000159', 'CZ000160', 'CZ000161', 'CZ000162', 'CZ000163', 'CZ000164', 'CZ000165', 'CZ000166', 'CZ000167', 'CZ000168', 'CZ000169', 'CZ000170', 'CZ000171', 'CZ000172', 'CZ000173', 'CZ000174', 'CZ000175', 'CZ000176', 'CZ000177', 'CZ000178', 'CZ000179', 'CZ000180', 'CZ000181', 'CZ000182', 'CZ000183', 'CZ000184', 'CZ000185', 'CZ000186', 'CZ000187', 'CZ000188', 'CZ000189', 'CZ000190', 'CZ000191', 'CZ000192', 'CZ000193', 'CZ000194', 'CZ000195', 'CZ000196', 'CZ000197', 'CZ000198', 'CZ000199', 'CZ000200', 'CZ000201', 'CZ000202', 'CZ000203', 'CZ000204', 'CZ000205', 'CZ000206', 'CZ000207', 'CZ000208', 'CZ000209', 'CZ000210', 'CZ000211', 'CZ000212', 'CZ000213', 'CZ000214', 'CZ000215', 'CZ000216', 'CZ000217', 'CZ000218', 'CZ000219', 'CZ000220', 'CZ000221', 'CZ000222', 'CZ000223', 'CZ000224', 'CZ000225', 'CZ000226', 'CZ000227', 'CZ000228', 'CZ000229', 'CZGR0006', 'CZGR0007', 'CZGR0009', 'CZGR0012']",0.407,0.232,2.13,1.625,0.698,170.6,29.466,0.157,0.974,1.437,7.667,,,0.0,1.748,2.111,1.208,0.422,0.088,14.885,1.196,4.0,230.628,3.97,1.0,1377.306,529.398,179.877,4.587,41.886,2.041,0.637,0.188,2,1.904,25.1,41.440999999999995,0.929,32.15,10.631,21.519,0.033,0.896,38.625,2.526,0.29,0.0,0.0,0.0,22.629,0.397,0.463,1.611,11.827000000000002,0.161,50.427,37.58442425963845,0.0,0.0,0.0,0.067,6.315,5.445,112.678,130.0,0.0,51.23,47.31,33.683,18.762,7.974,1.43,1.391,0.147,0.562,0.039,0.353,0.201,0.374,0.015,0.554,38.0,36.0,404.0,220.04,2177.06,8.444,52.572,8.836,110.0
PL000265,151190020,SZCZERCÓW,PL,PL_IMGW,Widawka (182),19.11359222222222,51.32823,19.11359222222222,51.32823,,720.26,747.0,0,-3.712548246466555,1970-11-01,2022-10-31,53,624,18993,18993,0.0,0.0,18993.0,0.0,B,,43,2,"['PL000264', 'PL000265']",0.615,0.516,0.579,0.936,0.888,167.765,15.648,0.322,1.028,0.058,1.5,,,0.0,1.256,2.083,1.658,0.431,0.08,19.784,1.198,4.0,267.134,4.753,3.0,397.853,212.208,2.035,1.486,91.598,0.083,0.559,0.166,11,31.67,0.0,0.0,3.6580000000000004,96.342,96.342,0.0,0.268,3.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.866,43.134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,130.0,130.0,43.713,71.199,18.968,9.834,4.221,1.547,1.866,0.118,0.516,0.068,0.328,0.21000000000000002,0.279,0.053,0.538,0.0,0.0,5.0,2.73,8.45,7.047,5.813,1.858,2.0
FI000396,1404230,Armisvesi - luusua,FI,FI_SYKE,Kymijoki,26.55878392,62.39213986,26.5587839218463,62.3921398648754,,190.0,194.601,0,-2.4215789473684204,1974-01-01,2023-05-01,50,593,17962,11574,56.0,0.0,17962.0,0.0,B,,631,1,['FI000396'],0.84,0.487,1.092,1.339,0.836,199.34,34.998,0.302,1.687,,,0.163,2.0,0.0,1.684,1.495,0.888,0.317,0.267,16.098,1.156,4.0,232.614,3.915,3.0,219.761,129.54,101.343,2.096,76.765,0.219,0.55,0.172,4,14.128,97.074,2.926,0.0,0.0,0.0,0.0,0.0,0.0,2.926,0.0,0.0,0.0,0.0,0.0,97.074,0.0,0.0,0.0,6.16,0.0,5.409,88.431,0.0,0.0,6.16,0.0,0.0,0.0,130.0,130.0,130.0,43.941,67.337,18.151,14.513,4.045,1.281,12.175,0.114,0.431,0.0,0.006,0.043,0.71,0.05,0.048999999999999995,0.0,0.0,13.0,12.84,85.01,25.418,0.0,0.0,2.0
LU000018,5,Schoenfels,LU,LU_CONTACTFORM,Mamer,6.100795,49.723112,6.100795,49.723112,,83.6,83.614,0,-0.0167464114832655,2002-01-01,2021-07-31,20,235,7152,7152,0.0,0.0,7152.0,0.0,B,,1,1,['LU000018'],0.913,0.41,0.851,2.395,0.538,129.278,19.736,0.235,2.973,11.797,1.791,,,0.0,2.258,2.128,0.943,-0.069,0.036,17.307,1.199,2.0,225.744,4.297,3.0,401.567,327.677,227.077,4.211,55.687,4.613,0.519,0.181,8,1.132,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.784,15.216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.784,129.277,130.0,70.0,44.881,44.675,23.373,31.952,7.518,1.403,1.026,0.167,0.629,0.111,0.196,0.382,0.309,0.0,0.5780000000000001,0.0,0.0,0.0,0.0,0.0,3.184,0.015,0.015,17.0
FR004526,U124404001,La Tille Ã  ChampdÃ´tre,FR,FR_EAUFRANCE,La Tille à Champdôtre,5.299577,47.179364,5.299577,47.179364,185,1258.0,1256.541,0,0.1159777424483354,1993-03-10,2023-09-30,31,367,11161,8370,1.0,11119.0,6.0,36.0,A,,27,17,"['FR004504', 'FR004505', 'FR004506', 'FR004512', 'FR004513', 'FR004514', 'FR004515', 'FR004516', 'FR004517', 'FR004518', 'FR004519', 'FR004520', 'FR004521', 'FR004522', 'FR004523', 'FR004526', 'FR002197']",0.719,0.323,1.549,3.912,0.585,133.828,22.255,0.036,2.579,7.655,5.949,100.874,27.295,0.0,2.212,2.242,1.013,0.016,0.029,16.001,1.141,1.0,227.404,4.179,4.0,586.799,350.509,186.877,3.82,57.11,2.047,0.641,0.199,8,11.054,0.0,0.0,77.77,22.23,22.23,0.0,8.651,69.119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.412,79.683,0.905,0.0,0.0,0.0,13.567,0.0,0.0,5.845,93.758,130.0,30.0,52.97,38.881,38.521,22.598,9.545,1.393,0.946,0.154,0.589,0.041,0.465,0.072,0.405,0.005,0.537,0.0,0.0,4.0,0.62,0.91,1.687,44.707,59.982,5.0
